Symptoms,Medicine
sore feeling fundus uterus  breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle  faint top head congested ,Abies canadensis
sore feeling fundus uterus  breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle  faint top head congested  gaping drowsy ,Abies canadensis
sore feeling fundus uterus  breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle  faint top head congested  gaping drowsy  great restlessness night ,Abies canadensis
breathing labored ,Abies canadensis
breathing labored  sensation right lung small hard ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle  faint top head congested ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle  faint top head congested  gaping drowsy ,Abies canadensis
breathing labored  sensation right lung small hard  increased action heart distension stomach  action heart labored heart  pain behind right shoulder blade  weak feeling sacral region  feeling cold water shoulder neck back  great prostration  skin cold clammy generality  lie leg drawn  hand cold shrunken  twitching muscle  faint top head congested  gaping drowsy  great restlessness night ,Abies canadensis
